Filename,Font name,Uploaded to google drive,Download FREE font from:,,,,font_folder
10298,Montserrat-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Montserrat,Dymond Regular,Dymond Regular,Dymond Regular,
10299,Anton-Regular.ttf,YES,https://fonts.google.com/specimen/Anton,Ambiguity Pro Thrift Inline,Ambiguity Pro Thrift Inline,Ambiguity Pro Thrift Inline,malkuns-regular
10300,Exo2-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Exo+2,Nextrue Con Regular Slant,Nextrue Con Regular Slant,Nextrue Con Regular Slant,
10301,Cinzel-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Cinzel,Biff Bam Boom Outline,Biff Bam Boom Outline,Biff Bam Boom Outline,
10302,RockSalt-Regular.ttf,YES,https://fonts.google.com/specimen/Rock+Salt,MC Hork Beans,MC Hork Beans,MC Hork Beans,
10303,Street Anthem Regular.otf,YES,https://freefonts.co/fonts/street-anthem-regular,Street Anthem,Street Anthem,Street Anthem,street-anthem-regular
10304,cristoforo.otf,YES,https://www.maisfontes.com/cristoforo.font,Cristoforo,Cristoforo,Cristoforo,cristoforo
10305,benzin-semibold.ttf,YES,https://maisfontes.com/benzin-semibold.font,Benzin Semibold,Benzin Semibold,Benzin Semibold,benzin-semibold
,,,,,,,
10307,CynthoNextExtraBold.otf,YES,https://font.download/font/cyntho-next,Cyntho Next Extra Bold,Cyntho Next Extra Bold,Cyntho Next Extra Bold,
10308,swiss-721-bt-bold-extended.ttf,YES,https://www.freefontdownload.org/en/swiss-721-bt-bold-extended.font,Swiss 721 Bold Extended,Swiss 721 Bold Extended,Swiss 721 Bold Extended,swiss-721-bt-bold-extended
10309,europa-grotesk-medium.ttf,YES,https://www.freefontdownload.org/en/europa-grotesk-medium.font,Europa Grotesk SH Medium,Europa Grotesk SH Medium,Europa Grotesk SH Medium,europa-grotesk-medium
10310,Helvetica Bold Condensed.otf,YES,https://www.freefontdownload.org/en/helvetica-neue-condensed-bold.font,Helvetica Neue Condensed Bold,Helvetica Neue Condensed Bold,Helvetica Neue Condensed Bold,helvetica-bold-condensed
10311,rig-shaded-light-face.ttf,YES,maisfontes.com/rig-shaded-light-face.font,Rig Shaded Light Face,Rig Shaded Light Face,Rig Shaded Light Face,rig-shaded-light-face
10312,the-sign-shop-regular.ttf,YES,maisfontes.com/the-sign-shop-regular.font,Sign Shop Bold JNL Regular,Sign Shop Bold JNL Regular,Sign Shop Bold JNL Regular,the-sign-shop-regular
10313,"tafel-sans-pro-light.ttf, aries-bold.ttf",YES (both),https://www.freefontdownload.org/en/tafel-sans-pro-light.font,"(2f) Tafel Sans PC Light, Aries Bold Cap SmallCap","(2f) Tafel Sans PC Light, Aries Bold Cap SmallCap","(2f) Tafel Sans PC Light, Aries Bold Cap SmallCap",tafel-sans-pro-light
10314,BebasNeue Bold.otf,YES,https://font.download/font/bebas-neue,Bebas Neue,Bebas Neue,Bebas Neue,bebas-neue(family)
10315,wien-pro-unic-regular.otf,YES,https://www.freefontdownload.org/en/wien-pro-unic-regular.font,Wien Pro Unic Regular,Wien Pro Unic Regular,Wien Pro Unic Regular,wien-pro-unic-regular
,,,,,,,
10317,todes-medium.otf,YES,freefontdownload.org/en/todes-medium.font,Todes Medium,Todes Medium,Todes Medium,todes-medium
10318,DroidSerif-Regular.ttf,YES,https://font.download/font/droid-serif-2,"Droid Serif Pro WGL Regular","Droid Serif Pro WGL Regular","Droid Serif Pro WGL Regular",
10319,bobby-jones-condensed.otf,YES,https://www.freefontdownload.org/en/bobby-jones-condensed.font,"Bobby Jones Bobby Rough Condensed Regular","Bobby Jones Bobby Rough Condensed Regular","Bobby Jones Bobby Rough Condensed Regular",bobby-jones-condensed
,,,,,,,
10321,Manrope-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Manrope,"Central Light","Central Light","Central Light",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
10330,Helvetica-Bold.ttf,YES,https://font.download/font/helvetica-255,"Helvetica Thai Bold","Helvetica Thai Bold","Helvetica Thai Bold",helvetica-bold-condensed
,,,,,,,
10332,DK Crayon Crumble.ttf,YES,https://font.download/font/dk-crayon-crumble,"Crayon Crumble Regular","Crayon Crumble Regular","Crayon Crumble Regular",dk-crayon-crumble
,,,,,,,
10334,monarque.otf,YES,https://www.azfonts.net/fonts/monarque/regular-314287,"Monarque Regular","Monarque Regular","Monarque Regular",monarque
10335,triumviratecgcomp.otf,YES,https://font.download/font/triumvirate-cg-comp,"CG Triumvirate Condensed Black","CG Triumvirate Condensed Black","CG Triumvirate Condensed Black",triumvirate-cg-comp(family)
10336,morison-displaylight.otf,YES,https://www.dafontfree.co/morison-font/,"Morison Extrabold","Morison Extrabold","Morison Extrabold",
10337,FontMesa - MarlinSoftBasic-Regular.otf,YES,https://befonts.com/marlin-soft-font.html,"Marlin Soft SQ Extra Black","Marlin Soft SQ Extra Black","Marlin Soft SQ Extra Black",
,,,,,,,
,,,,,,,
10340,pmncaeciliasans-head-heavyobliq.otf,YES,maisfontes.com/pmncaeciliasans-head-heavyobliq.font,"PMN Caecilia Sans Pro Head Heavy Oblique","PMN Caecilia Sans Pro Head Heavy Oblique","PMN Caecilia Sans Pro Head Heavy Oblique",pmn-caecilia-sans-head-heavyobliq
10341,Chaser Rough.otf,YES,https://freefonts.co/fonts/chaser-rough,"Chaser Rough","Chaser Rough","Chaser Rough",chaser-rough
,,,,,,,
10343,StoryMakerGTDemo.ttf,YES,https://www.dafont.com/story-maker-gt.font,"Story Maker GT One","Story Maker GT One","Story Maker GT One",story_maker_gt
10344,times.ttf,YES,https://font.download/font/times-new-roman,"Times New Roman Pro Regular","Times New Roman Pro Regular","Times New Roman Pro Regular",times-ten(family)
10345,Spectral-SemiBold.ttf,YES,https://www.whatfontis.com/FF_Spectral-SemiBold.font,"FS Brabo Paneuropean Bold","FS Brabo Paneuropean Bold","FS Brabo Paneuropean Bold",spectral-semibold(family)
,,,,,,,
,,,,,,,
10348,Courage Road.otf,YES,https://www.whatfontis.com/FF_Courage-Road.font,Hanleth Sans Vintage,Hanleth Sans Vintage,Hanleth Sans Vintage,courage-road
10349,avenir-next-bold.ttf,YES,https://www.freefontdownload.org/en/avenir-next-bold.font,"Avenir Next World Bold","Avenir Next World Bold","Avenir Next World Bold",avenir-next-bold
10350,Malkuns Regular.otf,YES,https://freefonts.co/fonts/malkuns-regular,"Richard Starkings Brush Regular","Richard Starkings Brush Regular","Richard Starkings Brush Regular",malkuns-regular
10351,PF Fusion Sans Pro Black.ttf,YES,https://dafont.style/download/pf-fusion-sans-pro-black-font.html,"PF Fusion Sans Pro Black","PF Fusion Sans Pro Black","PF Fusion Sans Pro Black",pf-fusion-sans-pro-black
,,,,,,,
10353,bourton-hand-base.ttf,YES,https://www.maisfontes.com/bourton-hand-base.font,Bourton Hand Base Font,Bourton Hand Base Font,Bourton Hand Base Font,bourton-hand-base
10354,Linotype Didot Bold.otf,YES,https://freefonts.co/fonts/linotype-didot-bold,Linotype Didot Bold,Linotype Didot Bold,Linotype Didot Bold,linotype-didot-bold
10355,RelatoSansTRIAL-Rg.otf,YES,https://befonts.com/relato-sans-font-family.html,Relato Sans Bold,Relato Sans Bold,Relato Sans Bold,
10356,Grimnotes Alternate Demo.ttf,YES,https://www.dafont.com/grimnotes.font,"Grimnotes Alternates","Grimnotes Alternates","Grimnotes Alternates",
10357,nimbus-sans-bold.otf,YES,https://www.freefontdownload.org/en/nimbus-sans-bold.font,Video Black Font,Video Black Font,Video Black Font,nimbus-sans(family)
,,,,,,,
,,,,,,,
10360,nanami-rounded-heavy.otf,YES,https://ng.maisfontes.com/nanami-rounded-heavy.font,"Nanami Rounded Pro Heavy","Nanami Rounded Pro Heavy","Nanami Rounded Pro Heavy",nanami-rounded-heavy
10361,BebasNeue.otf,YES,https://font.download/font/bebas-neue,Bebas Neue Pro Bold Italic ,Bebas Neue Pro Bold Italic ,Bebas Neue Pro Bold Italic ,bebas-neue(family)
